City,Country,Country Code,Course Name,Cuisine Name,Customer First Name,Customer ID,Customer Last Name,Customer Name,Delivery Date,Desert Name,Drink,Order Date,Order ID,Postal Code,Row Number,Sides,Starter Name,Cost,Delivery Cost,Discount,Profit,Quantity,Sales
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,354570,14548,Potato salad,Tomato bread,98,97.38,9.71,49,3,147
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,1208 01,14574,Focaccia,Tomato bread,101.6,1.54,11.23,50.8,1,152.4
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,649-7183,14581,Meatballs,Falafel,69.38,67.12,54.08,34.69,2,104.07
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,1210 01,14608,Potato salad,Olives,220,90.72,17.4,110,3,330
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,1210 01,14617,Meatballs,Minestrone,144.09,81.2,24,72.045,2,216.135
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,-4.11851e+08,14618,Fries,Tomato bread,101.6,16.63,10,50.8,1,152.4
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,-4.12811e+08,14652,Focaccia,Hummus,220,42.27,73.09,110,3,330
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,-4.13612e+08,14671,Meatballs,Hummus,125,2.88,91.41,62.5,2,187.5
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,993-0895,14689,Meatballs,Falafel,52.08,52.14,61.49,26.04,2,78.12
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,649-7190,14700,Focaccia,Tomato bread,225,99.91,89.84,112.5,3,337.5
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,3810-1625,14713,Meatballs,Tomato bread,69.38,94.67,23,34.69,2,104.07
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,1216 01,14719,Meatballs,Tomato bread,320,39.38,31.2,160,2,480
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,948130175,14728,Potato salad,Hummus,101.6,59.34,10.52,50.8,3,152.4
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,649-7193,14749,Meatballs,Flatbread,144.09,70.86,35.44,72.045,2,216.135
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,1218 01,14753,Bruschetta,Hummus,91.84,84.96,97.48,45.92,2,137.76
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,-4.17453e+08,14807,Bruschetta,Minestrone,320,31.71,73.09,160,2,480
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,-4.20174e+08,14908,Potato salad,Minestrone,133.17,34.26,97.48,66.585,3,199.755
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,960172205,14915,Bruschetta,Minestrone,75,41.1,11.23,37.5,3,112.5
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,960719570,14916,Focaccia,Tomato bread,220,99.88,51.05,110,3,330
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,649-7204,14938,Potato salad,Olives,220,60.25,91.14,110,1,330
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,1231 01,14965,Meatballs,Minestrone,190,36.43,67.77,95,2,285
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,974951060,15137,Meatballs,Tomato bread,320,37.78,9.71,160,2,480
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,34509,15141,Bruschetta,Flatbread,190,51.72,99.24,95,2,285
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,1244 01,15195,Bruschetta,Falafel,52.08,14.8,51.05,26.04,3,78.12
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,982066805,15255,Bruschetta,Flatbread,144.09,2.73,10.52,72.045,2,216.135
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,354612,15262,Focaccia,Minestrone,83.99,37.47,80.34,41.995,1,125.985
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,1253 01,15348,Fries,Hummus,133.17,12.22,10.52,66.585,3,199.755
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,-4.32497e+08,15349,Tapas,Olives,52.08,48.03,11.23,26.04,2,78.12
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,-4.32657e+08,15350,Potato salad,Flatbread,83.99,40.77,51.05,41.995,1,125.985
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,649-7231,15397,Tapas,Falafel,125,81.05,20.33,62.5,2,187.5
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,-4.37619e+08,15521,Meatballs,Flatbread,93.13,38.29,20.33,46.565,2,139.695
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,649-7240,15548,Potato salad,Tomato bread,83.99,97.38,10,41.995,3,125.985
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,819054330,15574,Focaccia,Tomato bread,235,1.54,98.01,117.5,1,352.5
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,693685,15581,Meatballs,Falafel,190,67.12,23,95,2,285
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,820842186,15608,Potato salad,Olives,101.6,90.72,37.04,50.8,3,152.4
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,34537,15617,Meatballs,Minestrone,125,81.2,35.44,62.5,2,187.5
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,649-7244,15618,Fries,Tomato bread,235,16.63,31.2,117.5,1,352.5
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,649-7246,15652,Focaccia,Hummus,101.6,42.27,97.48,50.8,3,152.4
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,1272 01,15671,Meatballs,Hummus,168.27,2.88,24,84.135,2,252.405
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,-4.421e+08,15689,Meatballs,Falafel,310,52.14,10.52,155,2,465
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,693692,15700,Focaccia,Tomato bread,133.17,99.91,30,66.585,3,199.755
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,1275 01,15713,Meatballs,Tomato bread,190,94.67,91.14,95,2,285
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,34543,15719,Meatballs,Tomato bread,93.13,39.38,15,46.565,2,139.695
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,827546646,15728,Potato salad,Hummus,235,59.34,54.08,117.5,3,352.5
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,1014361340,15749,Meatballs,Flatbread,125,70.86,20,62.5,2,187.5
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,34545,15753,Bruschetta,Hummus,320,84.96,51.05,160,2,480
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,1280 01,15807,Bruschetta,Minestrone,93.13,31.71,97.48,46.565,2,139.695
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,354650,15908,Potato salad,Minestrone,210,34.26,51.05,105,3,315
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,837379854,15915,Bruschetta,Minestrone,144.09,41.1,98.01,72.045,3,216.135
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,987-1288,15916,Focaccia,Tomato bread,101.6,99.88,99.24,50.8,3,152.4
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,693706,15938,Potato salad,Olives,101.6,60.25,11.23,50.8,1,152.4
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,839614674,15965,Meatballs,Minestrone,52.08,36.43,94.76,26.04,2,78.12
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,987-1301,16137,Meatballs,Tomato bread,93.13,37.78,10,46.565,2,139.695
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,3810-1709,16141,Bruschetta,Flatbread,52.08,51.72,20.33,26.04,2,78.12
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,34571,16195,Bruschetta,Falafel,310,14.8,99.24,155,3,465
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,855258414,16255,Bruschetta,Flatbread,125,2.73,54.08,62.5,2,187.5
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,649-7282,16262,Focaccia,Minestrone,225,37.47,53.53,112.5,1,337.5
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,34580,16348,Fries,Hummus,210,12.22,54.08,105,3,315
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,649-7287,16349,Tapas,Olives,310,48.03,98.01,155,2,465
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,354676,16350,Potato salad,Flatbread,225,40.77,99.24,112.5,1,337.5
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,693733,16397,Tapas,Falafel,168.27,81.05,68.89,84.135,2,252.405
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,1322 01,16521,Meatballs,Flatbread,75,38.29,68.89,37.5,2,112.5
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,1065813650,16548,Potato salad,Tomato bread,225,97.38,31.2,112.5,3,337.5
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,-4.67228e+08,16574,Focaccia,Tomato bread,124.62,1.54,73.09,62.31,1,186.93
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,1067455745,16581,Meatballs,Falafel,52.08,67.12,91.14,26.04,2,78.12
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,-4.68188e+08,16608,Potato salad,Olives,235,90.72,67.77,117.5,3,352.5
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,3810-1737,16617,Meatballs,Minestrone,168.27,81.2,20,84.135,2,252.405
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,693746,16618,Fries,Tomato bread,124.62,16.63,15,62.31,1,186.93
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,693748,16652,Focaccia,Hummus,235,42.27,51.05,117.5,3,352.5
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,34599,16671,Meatballs,Hummus,69.38,2.88,35.44,34.69,2,104.07
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,649-7307,16689,Meatballs,Falafel,91.84,52.14,54.08,45.92,2,137.76
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,1075118855,16700,Focaccia,Tomato bread,210,99.91,9.12,105,3,315
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,878947506,16713,Meatballs,Tomato bread,52.08,94.67,11.23,26.04,2,78.12
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,3810-1743,16719,Meatballs,Tomato bread,75,39.38,80.34,37.5,2,112.5
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,-4.71709e+08,16728,Potato salad,Hummus,124.62,59.34,23,62.31,3,186.93
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,987-1337,16749,Meatballs,Flatbread,168.27,70.86,9.71,84.135,2,252.405
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,3810-1745,16753,Bruschetta,Hummus,93.13,84.96,99.24,46.565,2,139.695
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,34607,16807,Bruschetta,Minestrone,75,31.71,51.05,37.5,2,112.5
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,649-7320,16908,Potato salad,Minestrone,44.57,34.26,99.24,22.285,3,66.855
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,-4.76991e+08,16915,Bruschetta,Minestrone,125,41.1,73.09,62.5,3,187.5
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,993-1026,16916,Focaccia,Tomato bread,235,99.88,20.33,117.5,3,352.5
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,1090445075,16938,Potato salad,Olives,235,60.25,98.01,117.5,1,352.5
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,-4.78271e+08,16965,Meatballs,Minestrone,310,36.43,91.41,155,2,465
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,993-1039,17137,Meatballs,Tomato bread,75,37.78,31.2,37.5,2,112.5
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,1359 01,17141,Bruschetta,Flatbread,310,51.72,68.89,155,2,465
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,3810-1771,17195,Bruschetta,Falafel,91.84,14.8,20.33,45.92,3,137.76
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,-4.86594e+08,17255,Bruschetta,Flatbread,168.27,2.73,23,84.135,2,252.405
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,1111792310,17262,Focaccia,Minestrone,133.17,37.47,61.49,66.585,1,199.755
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,3810-1780,17348,Fries,Hummus,44.57,12.22,23,22.285,3,66.855
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,693789,17349,Tapas,Olives,91.84,48.03,73.09,45.92,2,137.76
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,649-7346,17350,Potato salad,Flatbread,133.17,40.77,20.33,66.585,1,199.755
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,1120002785,17397,Tapas,Falafel,69.38,81.05,89.84,34.69,2,104.07
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,34649,17521,Meatballs,Flatbread,144.09,38.29,89.84,72.045,2,216.135
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,987-1384,17548,Potato salad,Tomato bread,133.17,97.38,15,66.585,3,199.755
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,354748,17574,Focaccia,Tomato bread,119.8,1.54,97.48,59.9,1,179.7
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,924984798,17581,Meatballs,Falafel,310,67.12,11.23,155,2,465
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,354750,17608,Potato salad,Olives,124.62,90.72,94.76,62.31,3,186.93
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,1387 01,17617,Meatballs,Minestrone,69.38,81.2,9.71,34.69,2,104.07
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,1134234275,17618,Fries,Tomato bread,119.8,16.63,80.34,59.9,1,179.7
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,1136423735,17652,Focaccia,Hummus,124.62,42.27,99.24,62.31,3,186.93
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,3810-1799,17671,Meatballs,Hummus,190,2.88,20,95,2,285
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,693809,17689,Meatballs,Falafel,320,52.14,23,160,2,480
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,931242294,17700,Focaccia,Tomato bread,44.57,99.91,47.84,22.285,3,66.855
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,-4.99397e+08,17713,Meatballs,Tomato bread,310,94.67,98.01,155,2,465
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,1393 01,17719,Meatballs,Tomato bread,144.09,39.38,53.53,72.045,2,216.135
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,1393 01,17728,Potato salad,Hummus,119.8,59.34,91.14,59.9,3,179.7
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,993-1075,17749,Meatballs,Flatbread,69.38,70.86,10,34.69,2,104.07
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,1395 01,17753,Bruschetta,Hummus,75,84.96,20.33,37.5,2,112.5
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,3810-1807,17807,Bruschetta,Minestrone,144.09,31.71,99.24,72.045,2,216.135
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,1153392050,17908,Potato salad,Minestrone,220,34.26,20.33,110,3,330
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,1404 01,17915,Bruschetta,Minestrone,168.27,41.1,97.48,84.135,3,252.405
